列01,列02,列03,列04,列05,列06,列07,列08,列09,列10,列11,列12,列13,列14,列15,列16,列17,列18,列19
2aac4e12,A4D838,40.3428,10.0042,289,34000,446,4133,F-LFTH1,A339,N411DX,1643679053,TLV,JFK,DL235,0,0,DAL235,0
2aac4e1c,ABB271,29.7275,-95.4887,3,2125,228,6215,F-KGLS2,B738,N8529Z,1643679052,LGA,HOU,WN1715,0,-1600,SWA1715,0
2aac4e20,AD8FA4,35.4005,-72.436,176,34950,458,1604,F-KMQI1,A321,N973JT,1643679048,JFK,SDQ,B61309,0,0,JBU1309,0
2aac4e26,406A9D,43.7046,65.6858,311,40000,447,0501,F-UTSB2,B788,G-ZBJF,1643679053,DEL,LHR,BA142,0,-64,BAW142,0
2aac4e2a,A88F38,35.2445,-97.4665,316,1200,1,0000,T-KOUN17,P28A,N6501C,1643679051,OUN,,,0,0,N6501C,0
2aac4e33,0D0A9A,51.6716,-32.5173,265,35704,438,0000,F-SAT7,B789,XA-ADG,1643679048,CDG,MEX,AM4,0,0,AMX004,0
2aac4e35,847183,57.1145,-109.0657,302,34000,449,3140,F-CYMM4,B748,JA16KZ,1643679055,ORD,ANC,KZ131,0,-64,NCA131,0
2aac4e38,48AF01,32.1483,34.6139,120,4150,238,5553,T-LLBG144,B38M,SP-LVB,1643679052,WAW,TLV,LO151,0,-1536,LOT151,0
2aac4e3a,A09188,41.4286,-79.8645,71,35000,470,6252,F-KPIT2,A321,N136AN,1643679054,DFW,BOS,AA710,0,64,AAL710,0
2aac4e50,A335FA,40.4675,-74.6723,111,9500,342,2726,F-KNEL1,BCS3,N306DU,1643679052,DFW,LGA,DL514,0,-64,DAL514,0
2aac4e55,A5FFF9,52.8778,-110.5322,310,40000,443,1547,F-CYCT1,B744,N486MC,1643679055,BNA,ANC,5Y515,0,0,GTI515,0
2aac4e93,AA7ABE,40.0173,-104.5422,311,9800,214,2162,F-KBJC1,B739,N77431,1643679053,RSW,DEN,UA2150,0,-832,UAL2150,0
2aac4e9c,C820CF,-38.1032,145.8712,280,24950,414,0260,F-YBDG1,B789,ZK-NZD,1643679054,AKL,MEL,NZ123,0,-3264,ANZ123,0
2aac4ea2,C064E3,46.1398,-63.9077,271,4500,90,0000,T-F5M,DV20,C-GMFI,1643679052,,,,0,0,CGMFI,0
2aac4ea5,AC97E1,2.1253,-79.8018,182,34975,445,6656,F-SELT1,A20N,N910NK,1643679054,FLL,LIM,NK977,0,0,NKS977,0
2aac4eb3,3C6711,63.335,-82.3062,61,39004,538,0000,F-SAT6,A359,D-AIXQ,1643679048,YVR,FRA,LH493,0,0,DLH493,0
2aac4eb7,AAC3F4,35.7878,-92.4592,257,36000,440,1513,F-KFSM1,A320,N793JB,1643679054,JFK,PSP,B61849,0,0,JBU1849,0
2aac4ebb,A89BAB,38.6327,-78.141,67,16350,396,2312,F-KANP1,A320,N654AW,1643679053,DFW,DCA,AA472,0,-1984,AAL472,0
2aac4ecd,C8291F,-41.1854,175.5176,260,850,126,1200,T-NZMS2,AT5T,ZK-SXM,1643679048,,,,0,-1600,ZKSXM,0
2aac4edb,A7869B,30.7739,-104.7474,308,36000,369,6166,F-KMRF1,A321,N584UW,1643679053,CUN,PHX,AA186,0,0,AAL186,0
2aac4ee2,4BB285,41.455,29.0959,314,8275,268,1457,F-LTBA4,A21N,TC-LTE,1643679054,KWI,IST,TK773,0,-960,THY9MK,0
2aac4f19,4851B1,-0.3835,29.2759,12,35000,521,7316,F-HRYR1,B789,PH-BHF,1643679052,JNB,AMS,KL592,0,64,KLM592,0
2aac4f1c,A037A8,45.9957,-122.6535,350,18000,226,1005,F-KHIO2,PC12,N113DE,1643679055,VNY,,,0,0,N113DE,0
2aac4f2f,0101DE,45.9328,11.2105,320,35900,385,5514,F-LSZS1,B789,SU-GEU,1643679052,CAI,IAD,MS981,0,320,MSR981,0
2aac4f48,A0A2BD,34.82,-108.65,279,34000,379,2347,F-KFMN1,A321,N140AN,1643679053,DFW,LAS,AA2360,0,0,AAL2360,0
2aac4f5a,A3649A,45.4493,-106.7006,291,36550,404,2166,F-KPOY1,B739,N318AS,1643679055,STL,SEA,AS712,0,832,ASA712,0
2aac4f63,A2B112,30.45,-94.6302,232,15875,369,7115,F-KGLS2,B38M,N27258,1643679052,EWR,IAH,UA1261,0,-2368,UAL1261,0
2aac4f67,896364,24.5104,57.013,310,22450,399,4044,F-OOMS6,A320,A6-ANM,1643679054,BLR,SHJ,G9497,0,-2560,ABY497,0
2aac4f72,A03B6D,35.4079,-90.4284,243,36000,432,1522,F-KNQA2,BCS1,N114DU,1643679055,JFK,DFW,DL1036,0,64,DAL1036,0
2aac4f81,80044A,10.636,81.028,275,34900,437,0146,F-VCCJ1,B738,VT-AXZ,1643679053,SIN,TRZ,IX681,0,-1664,AXB681,0
2aac4f89,800614,12.0392,76.3732,146,39000,428,1716,F-VOMY3,B738,VT-SGJ,1643679053,SHJ,IXM,SG785,0,0,SEJ785,0
2aac4f9c,AD935B,39.903,-73.5473,291,9600,270,4052,F-KFRG1,A321,N974JT,1643679054,POP,JFK,B61528,0,-768,JBU1528,0
2aac4fb3,A273F5,19.4999,-76.7118,172,39000,440,7415,F-MUBY1,B737,N25705,1643679052,EWR,BOG,UA268,0,0,UAL268,0
2aac4fba,AA7D2B,57.3598,-107.8805,308,32000,439,4065,F-CYMM3,B77L,N775SA,1643679054,CVG,ICN,5Y768,0,0,GTI768,0
2aac4fc4,,33.2758,-89.0132,130,45000,517,1567,F-KNQA2,GL5T,,1643679055,,,,0,0,GL5T,0
2aac4fd8,4841C5,23.9317,-81.2418,6,31175,480,5563,F-KAPF1,B744,PH-CKC,1643679055,UIO,MIA,MP7762,0,-2048,MPH7762,0
2aac4fe3,406F7B,46.6176,-68.4526,55,39975,532,5741,F-CYFC5,B789,G-ZBKO,1643679055,IAH,LHR,BA194,0,-64,BAW81V,0
2aac4fe8,AA55EE,36.22,-89.2401,238,38000,416,1426,F-KMWA3,A319,N765US,1643679053,BOS,AUS,AA1417,0,0,AAL1417,0
2aac5006,4241EA,21.6672,39.1695,87,0,2,0515,F-OEJN4,A320,VP-CXD,1643679019,DXB,JED,XY508,1,0,KNE508,0
2aac5008,AB92ED,1.3688,103.9878,36,0,15,3127,F-WSSS1,B77L,N845FD,1643679054,CAN,SIN,FX5419,1,0,FDX5419,0
2aac501e,A2C1BD,45.9044,-101.6091,5,33000,480,0747,F-KMIB2,A320,N277NV,1643679054,AZA,MOT,G41305,0,0,AAY1305,0
2aac5021,4BA95A,36.4828,52.0367,111,35000,538,3650,F-OIIE3,B77W,TC-JJZ,1643679052,IST,KUL,TK60,0,0,THY60,0
2aac5044,A6D9BF,31.4849,-113.8501,309,36000,400,4242,F-KBLH3,B752,N540US,1643679054,MEX,LAX,DL630,0,0,DAL630,0
2aac504c,A385A2,34.3311,-118.459,333,4400,76,0217,F-KWJF1,C172,N326LP,1643679053,WHP,,,0,-256,N326LP,0
2aac505a,E491A8,-3.078,-60.2285,1,3050,189,4434,F-SBEG2,E195,PR-AUK,1643679055,VCP,MAO,AD2034,0,-1024,AZU2034,0
2aac506f,AA7C64,34.4895,-108.3879,264,36025,375,7361,F-KABQ10,A320,N775JB,1643679053,JAX,LAX,B62798,0,0,JBU2798,0
2aac5075,A023A5,38.9783,-93.2197,272,34025,414,3360,F-KFBY1,A321,N108NN,1643679052,JFK,LAX,AA302,0,0,AAL302,0
2aac5077,AB3FC4,42.771,-78.0783,58,39000,513,2277,F-KROC4,B789,N824AN,1643679054,DFW,CDG,AA48,0,0,AAL48,0
2aac5087,3C6565,32.3241,9.3597,13,40025,448,4410,F-LMML15,A333,D-AIKE,1643679053,ABV,FRA,LH595,0,0,DLH595,0
2aac5098,A88774,40.6462,-73.7735,188,0,0,2000,F-KJFK2,A320,N649JB,1643679054,RSW,JFK,B62030,1,0,JBU2030,0
2aac50c1,8014A4,26.6763,56.9291,279,36000,389,5437,F-OMFJ1,A21N,VT-ILZ,1643679055,DEL,SHJ,6E1421,0,0,IGO1421,0
2aac50c9,ADB3CB,35.1508,-108.6006,248,36000,358,6630,F-KCEZ1,B738,N982NN,1643679052,CMH,PHX,AA2900,0,0,AAL2900,0
2aac50d4,4BB282,40.5113,56.6198,70,35025,550,5101,F-UTNU1,A21N,TC-LTB,1643679054,IST,FRU,TK346,0,0,THY346,0
2aac50d8,AC0941,45.513,-122.3358,266,3425,189,3602,F-KTTD1,B739,N875DN,1643679054,MSP,PDX,DL741,0,-1216,DAL741,0
2aac50df,A66CF7,34.7073,-112.1991,269,40000,410,3355,F-KDVT2,A359,N513DZ,1643679055,ATL,LAX,DL325,0,0,DAL325,0
2aac510f,7C60F4,-17.9898,146.3795,329,10200,161,4474,F-YDKI1,C208,VH-TFQ,1643679054,,,OI815,0,0,HND815,0
2aac5110,,53.1667,167.9251,240,40004,490,0000,F-SAT5,GLEX,,1643679052,,,,0,0,GLEX,0
2aac5124,7811B3,21.5418,111.4273,252,34075,377,4200,F-VHST1,B738,B-1465,1643679051,FUO,KMG,KN2381,0,1600,CUA2381,0
2aac5133,ABECE7,36.5559,-109.5289,254,36000,364,7455,F-KBDG2,B739,N868DN,1643679053,DTW,LAS,DL942,0,0,DAL942,0
2aac513b,AC1E56,33.0791,130.1823,70,31000,642,4432,F-RJFE1,B77L,N880FD,1643679054,PVG,KIX,FX12,0,-64,FDX12,0
2aac5146,AA72D3,27.6886,-82.7247,214,37000,378,0664,F-KAPF1,B737,N7720F,1643679055,DEN,MIA,WN159,0,64,SWA159,0
2aac5153,A14FE0,33.7331,-84.4388,89,9425,254,1116,F-KMGE1,B763,N184DN,1643679055,LAS,ATL,DL929,0,-1984,DAL929,0
2aac517a,AB00D6,33.5424,-110.3554,253,40000,389,7220,F-KFHU1,A333,N808NW,1643679054,ATL,SAN,DL2379,0,-64,DAL2379,0
2aac517c,ABFC71,29.9059,-132.8226,73,37000,506,0000,T-F5M,B38M,N8710M,1643679052,OGG,PHX,WN1343,0,0,SWA1343,0
2aac518d,ABCF0B,30.1361,-90.663,89,8950,301,6357,F-KBTR1,GALX,N860CB,1643679053,MCC,NEW,,0,-1344,N860CB,0
2aac5193,AB6247,40.7027,-114.3648,267,34000,385,1373,F-KELY2,B738,N8321D,1643679054,MDW,SMF,WN2267,0,0,SWA2267,0
2aac5199,8963CA,23.0007,59.4971,292,32000,411,4072,F-OOMS3,A320,A6-ANZ,1643679053,MAA,SHJ,G9472,0,0,ABY472,0
2aac51ab,AE06DA,30.1424,-89.4494,238,11075,242,2550,F-KMOB1,BE20,163558,1643679051,HGR,,,0,-1024,EASY58,0
2aac51b7,AD8ED7,33.1071,-97.0251,180,4250,164,1514,F-KDFW2,B738,N973AN,1643679055,LGA,DFW,AA1473,0,-896,AAL1473,0
2aac51cb,AD3D4E,33.0319,-97.054,180,2850,151,6705,F-KDFW2,B738,N952NN,1643679055,LAX,DFW,AA1331,0,-768,AAL1331,0
2aac51df,44CCCA,38.4137,-7.7746,10,36000,459,1147,F-LPPT5,A333,OO-SFJ,1643679054,DSS,BRU,SN204,0,64,BEL204,0
2aac51ec,A44943,46.6734,-101.6097,283,38000,411,3606,F-KABR4,B738,N3754A,1643679053,IAD,SEA,DL1681,0,64,DAL1681,0
2aac5204,8A0490,-0.8936,131.2891,5,0,8,6306,F-WASS1,A320,PK-LAF,1643679002,SUB,SOQ,ID6150,1,0,BTK6150,0
2aac5205,0D0A0F,30.2019,-97.6622,326,0,0,4243,F-KAUS4,E190,XA-ALU,1643679053,MEX,AUS,AM2686,1,0,SLI2686,0
2aac5207,AB1628,34.8675,-113.9273,257,30000,397,1475,F-KBTY1,B738,N813SY,1643679053,MSP,PSP,SY617,0,0,SCX617,0
2aac521e,8A080E,-4.9554,119.8005,253,36000,469,5672,F-WAAA2,B738,PK-LZO,1643679053,MKW,CGK,ID6159,0,64,BTK6159,0
2aac521f,780FDB,55.0046,93.818,296,36000,458,0013,F-UNKL1,B789,B-7879,1643679053,PEK,LHR,CA579,0,0,CCA579,0
2aac522a,,47.5026,-117.0438,263,39975,400,3650,F-KCOE3,LJ35,,1643679054,,,,0,-64,LJ35,0
2aac523f,406F74,39.7858,-30.3844,233,36000,506,4240,F-LPGR1,B789,G-ZBKH,1643679054,LHR,SCL,BA251,0,-64,BAW251,0
2aac524e,A3DBD0,28.8224,-81.1179,215,7775,287,2754,F-KLEE1,E190,N348JB,1643679055,JFK,MCO,B6383,0,-1280,JBU383,0
2aac5261,485345,-10.0776,12.1134,355,32000,518,4731,F-FNCT1,B789,PH-BHM,1643679054,CPT,AMS,KL598,0,-64,KLM104,0
2aac526b,A8AF98,35.1064,-78.5255,37,41000,443,3602,F-KRDU2,C68A,N659QS,1643679054,APF,BOS,1I659,0,0,EJA659,0
2aac5289,4CAA41,50.9283,-55.2369,78,39000,539,6543,F-LFVM2,A333,EI-EIN,1643679053,ORD,DUB,EI122,0,-64,EIN122,0
2aac528f,89643F,14.5054,77.8905,123,33025,475,0315,F-VOBI1,A321,A6-AEI,1643679054,AUH,MAA,EY238,0,0,ETD238,0
2aac52a5,A88DF0,41.6528,-88.4263,49,8500,307,6720,F-3IS81,A320,N650NK,1643679054,LAX,ORD,NK3500,0,-1344,NKS3500,0
2aac52aa,A0A30E,33.9563,-118.1963,263,3050,193,2542,F-KWJF1,BCS1,N140DU,1643679052,IAH,LAX,DL688,0,-1088,DAL688,0
2aac52ab,A9450D,41.9172,-101.283,269,39975,389,1366,F-KCDR1,B752,N697DL,1643679053,DCA,SLC,DL760,0,-192,DAL760,0
2aac52b3,C0669E,51.7612,-102.3964,274,40000,408,6571,F-CYEN2,B737,C-GMWJ,1643679053,YUL,YYC,WS217,0,0,WJA217,0
2aac52d9,8964FF,40.5502,37.4055,291,38000,433,3217,F-URSS3,B78X,A6-BMD,1643679055,AUH,FRA,EY1,0,-128,ETD1,0
2aac52db,A84A55,47.982,-122.4165,3,4425,202,2640,F-KPAE7,E75L,N633QX,1643679054,TUS,PAE,AS2249,0,-1664,QXE2249,0
2aac52e1,896210,46.0433,46.9709,331,36000,477,6221,F-URWA2,B77W,A6-EGO,1643679055,DXB,CPH,EK9997,0,0,UAE9997,0
2aac52f7,06A30A,25.9727,83.7731,107,37000,616,2652,F-VNBW1,B77L,A7-BFW,1643679053,DOH,DAC,QR8187,0,0,QTR8187,0
2aac5312,,41.661,-100.8445,69,45000,472,1412,F-KLIC3,E545,,1643679054,,,,0,0,E545,0
2aac5329,4BB1E6,41.2762,28.7564,180,0,69,5526,F-LTFM1,A333,TC-LOF,1643679055,IKA,IST,TK881,1,0,THY8ED,0
2aac532a,,34.5695,-77.3701,190,23000,235,5374,F-7NC21,B350,,1643679055,,,,0,-128,B350,0
2aac532f,AC89F7,42.3198,-78.9715,84,35000,481,1451,F-KBGM3,A321,N907JB,1643679054,DEN,BOS,B6394,0,-64,JBU394,0
2aac5332,780A27,13.7086,100.7474,14,0,12,0000,T-VTBS74,A332,B-LNX,1643679054,HKG,BKK,RH331,1,0,HKC331,0
2aac5346,AC8CE5,32.7412,-116.4288,265,11375,286,2226,F-KOKB1,A321,N908AA,1643679052,DFW,SAN,AA2586,0,-640,AAL2586,0
2aac5364,,40.0264,-74.9125,326,3525,176,4051,F-KTTN1,GLF4,,1643679053,,,,0,0,GLF4,0
2aac5376,E072D3,-15.9412,-74.4546,321,38000,462,0545,F-SPLO1,B738,LV-GKS,1643679054,EZE,LIM,AR1364,0,0,ARG1364,0
2aac537c,A7398E,43.0064,-87.2841,98,37000,526,6625,F-3IS81,B738,N565AS,1643679054,SEA,PIT,AS412,0,0,ASA412,0
2aac5382,7C676F,-28.8364,153.5546,255,0,5,1200,F-YBNA1,C182,VH-UPT,1643679051,BHS,,,1,0,UPT,0
2aac538d,A2B501,49.3121,-90.1446,62,33250,549,6331,F-CYXL2,B77W,N2737U,1643679054,SFO,FRA,UA58,0,1600,UAL58,0
2aac53aa,AB6339,36.0736,-115.0029,270,4025,162,1052,F-KVGT1,B738,N8328A,1643679055,AUS,LAS,WN440,0,-960,SWA440,0
2aac53ab,A50B54,41.6073,-85.2427,89,45000,502,2725,F-KSBN2,GLF4,N424JS,1643679055,ASE,FRG,,0,0,N424JS,0
2aac53ad,A0DAE2,40.605,-90.4119,82,35025,498,3774,F-KBRL1,A321,N154UW,1643679055,PHX,PHL,AA478,0,0,AAL478,0
2aac53ba,896514,8.0427,70.5225,142,33000,471,0502,F-VREI1,B39M,A6-FNA,1643679052,DXB,MLE,FZ1207,0,0,FDB1207,0
2aac53f5,AD6595,38.4625,-78.5783,71,27000,431,2175,F-KRDU3,B737,N962WN,1643679053,AUS,BWI,WN2071,0,0,SWA2071,0
2aac53f6,4BA9EB,34.5885,11.6244,237,38000,432,2314,F-LMMG1,A333,TC-JOK,1643679052,IST,ABV,TK623,0,0,THY12K,0
2aac5416,ACE063,42.4908,-96.1551,85,34975,521,2664,F-KSUX1,A321,N929JB,1643679053,SFO,EWR,B61982,0,0,JBU1982,0
2aac5429,4D20EC,31.738,114.5091,9,41075,529,2762,T-F6M,GLEX,9H-VJM,1643679055,CRK,,VJT624,0,-64,VJT624,0
2aac5432,A4B420,43.2813,-88.2344,104,33050,476,3531,F-TAUW2,B739,N402AS,1643679053,PDX,JFK,AS545,0,-64,ASA545,0
2aac5479,AB1D96,42.1323,-94.737,45,41000,496,4554,F-KSTP1,B738,N815SY,1643679053,SJD,MSP,SY548,0,0,SCX548,0
2aac5492,AC90F3,40.3603,-108.8829,258,36000,363,7464,F-KTEX4,B739,N909DN,1643679052,DTW,SFO,DL2980,0,0,DAL2980,0
2aac54ae,A95C38,52.9874,-110.7035,300,38000,463,4001,F-CYQF2,B744,N702CK,1643679052,CVG,ANC,K4832,0,128,CKS832,0
2aac54c1,3C4B27,-5.7877,-37.6312,24,31000,507,4462,F-SBFZ1,B748,D-ABYG,1643679051,GRU,FRA,LH507,0,0,DLH507,0
2aac54c6,AB4BA6,40.5145,-93.1637,270,38025,385,2717,F-KUIN1,A320,N827JB,1643679054,JFK,SJC,B6669,0,-64,JBU669,0
2aac54e4,ABB59E,30.038,-95.7409,166,3975,207,1716,F-KDWH4,E75L,N85351,1643679054,RNO,IAH,UA6194,0,-1024,ASH6194,0
2aac54e5,A9ACB8,37.0427,-101.1051,269,38725,406,2101,F-KGLD2,B752,N722TW,1643679054,DCA,LAX,DL342,0,576,DAL342,0
2aac54e8,440002,37.8595,48.229,115,37000,516,3624,F-OIGG2,B772,OE-LPA,1643679052,VIE,BKK,OS25,0,0,AUA25,0
2aac550d,E497E5,-3.7657,-38.572,105,725,134,6377,F-SBFZ3,B38M,PS-GPC,1643679053,MAO,FOR,G31913,0,-704,GLO1913,0
2aac550f,344305,46.9234,-58.232,79,37000,532,6540,F-LFVM2,A333,EC-LUK,1643679053,ORD,MAD,IB6274,0,64,IBE6274,0
2aac551f,A87C4F,27.8697,-80.2327,161,34425,481,3166,F-KTPA2,A320,N646JB,1643679053,LGA,FLL,B6371,0,-2048,JBU371,0
2aac5529,76AA75,14.5079,121.0153,241,0,18,0101,F-RPLL6,A320,9V-JSU,1643679052,SIN,MNL,3K761,1,0,JSA761,0
2aac552b,AC20E7,33.9797,-117.5283,281,12375,285,0566,F-KFUL1,B38M,N8805L,1643679055,DAL,LAX,WN1340,0,-1472,SWA1340,0
2aac5533,06A0E8,23.9791,55.2172,302,40000,442,4020,F-OMFJ2,A359,A7-AMI,1643679053,BLR,DOH,QR573,0,0,QTR573,0
2aac553a,8964A0,40.3196,38.1598,302,31975,430,3245,F-LTFH1,B77W,A6-EQH,1643679055,DXB,IAD,EK231,0,0,UAE231,0
2aac5542,AC583F,34.3492,-106.6308,266,36000,385,0506,F-KROW1,B739,N895DN,1643679054,RDU,LAX,DL763,0,0,DAL763,0
2aac556c,A9E99E,47.036,-120.5308,312,1600,67,1200,F-KELN1,C172,N738JU,1643679055,ELN,,,0,384,N738JU,0
2aac5583,AA7AEB,33.8366,-117.2852,262,9950,269,7217,F-KONT4,B737,N7745A,1643679054,HOU,LGB,WN366,0,-448,SWA366,0
2aac55a6,4243CC,52.9806,44.7372,290,38000,432,2067,F-UWSS3,B738,VQ-BVL,1643679053,KSQ,DME,S73314,0,64,SBI3314,0
2aac55a7,AA3086,15.6819,144.8624,183,40000,486,2357,F-PGUM2,B744,N756CA,1643679052,MSJ,UAM,N8425,0,0,NCR425,0
2aac55de,A71B43,35.2543,-103.7712,267,36000,374,1563,F-KTDW3,A321,N557UW,1643679052,ATL,LAX,AA990,0,0,AAL990,0
2aac55e8,A356F6,35.2354,-107.6869,257,40000,365,4132,F-KCEZ2,B738,N314PD,1643679055,DTW,PHX,AA1728,0,0,AAL1728,0
2aac55fd,C07F47,51.3282,-113.4168,225,15675,271,1361,F-CYQF3,DH8D,C-GWFE,1643679055,YYC,YQR,WS3270,0,-1536,WEN3270,0
2aac5601,4BA9E2,36.8898,50.7234,111,37000,514,5106,F-OIGG2,A333,TC-JOB,1643679054,IST,BKK,TK68,0,0,THY68,0
2aac560c,AA7A3C,32.9839,-96.7943,233,3000,203,2760,F-KFTY1,B737,N7740A,1643679055,LGA,DAL,WN1330,0,64,SWA1330,0
2aac560f,478F43,55.8785,-50.4809,63,39000,540,2127,F-SAT7,A333,LN-RKO,1643679048,IAD,CPH,SK926,0,0,SAS926,0
2aac5612,A8AAC8,30.6985,-81.7,330,32950,432,3342,F-KCRG1,B752,N658DL,1643679055,SJU,ATL,DL1431,0,0,DAL1431,0
2aac5617,AB8880,33.7806,-95.2333,249,36625,439,5610,F-KTYR1,B738,N842NN,1643679051,LGA,DFW,AA1806,0,-2624,AAL1806,0
2aac5634,A4F752,29.4514,-98.5408,40,2625,160,3603,F-KHYI2,A320,N419UA,1643679054,IAD,SAT,UA2642,0,-832,UAL2642,0
2aac564a,70203F,23.1376,83.3109,91,37000,558,6234,F-VIBN1,B77W,S2-AFP,1643679054,DXB,ZYL,BG248,0,0,BBC248,0
2aac5650,3C6707,56.3195,-37.5944,70,41008,550,0000,F-SAT6,A359,D-AIXG,1643679033,BOS,MUC,,0,0,DLH4T5,0
2aac5668,8964D0,23.3311,55.3684,15,35000,488,0117,F-OMAA1,B38M,A6-FMA,1643679055,KRT,DXB,FZ632,0,0,FDB632,0
2aac5671,ACA306,36.1666,-111.054,255,38000,380,4070,F-KSGU2,A20N,N913NK,1643679054,SDF,LAX,NK502,0,0,NKS502,0
2aac567e,406B48,55.1845,35.4893,112,39000,499,2255,F-UUBC2,B789,G-VAHH,1643679054,LHR,DEL,VS550,0,-64,VIR550,0
2aac5683,3C656B,42.7472,34.1512,300,40000,396,4230,F-LTFH1,A333,D-AIKK,1643679055,RUH,FRA,LH637,0,0,DLH637,0
2aac568f,A1460A,40.3185,-116.093,316,34000,379,3625,F-KELY2,E75L,N181SY,1643679053,DFW,PDX,AS3303,0,64,SKW3303,0
2aac5690,,37.2892,-101.5765,303,43000,428,2736,F-KIAB2,FA7X,,1643679054,,,,0,-64,FA7X,0
2aac569c,AC245C,38.6657,-77.4627,85,17875,333,2336,F-KADW2,B38M,N8813Q,1643679053,SAT,BWI,WN1506,0,-1344,SWA1506,0
2aac56ac,A0D374,32.905,-97.0352,267,0,0,1501,F-KDFW2,A321,N152UW,1643679055,PHX,DFW,AA1632,1,0,AAL1632,0
2aac56bc,A7858E,30.6956,-78.6758,195,36000,439,3554,F-KTIX1,A320,N584JB,1643679052,BOS,PBI,B6321,0,64,JBU321,0
2aac56d0,A28DE3,47.4397,-122.3093,149,0,0,1440,F-KSEA1,B739,N264AK,1643679053,DEN,SEA,AS642,1,0,ASA642,0
2aac56d5,,40.1463,-110.5333,269,29800,339,2145,F-KSBO1,C25B,,1643679054,,,,0,-1088,C25B,0
2aac570d,861F44,22.8535,-179.031,300,36000,411,2654,T-F5M,B763,JA617J,1643679056,HNL,NRT,JL783,0,0,JAL783,0
2aac572f,A2B10C,39.6475,-97.818,261,38000,400,2164,F-KMCK1,B38M,N27252,1643679053,EWR,LAS,UA2297,0,0,UAL2297,0
2aac5732,ACB84D,40.9353,48.5172,94,39000,526,7351,F-UBBF1,B744,N919CA,1643679052,KBP,,N8884,0,0,NCR884,0
2aac574e,5083DE,31.1277,31.1976,170,37000,438,1650,F-HECA2,B738,UR-SQA,1643679053,KBP,SSH,PQ7231,0,0,SQP7231,0
2aac5758,C023BD,24.6536,120.8472,229,38000,395,7126,F-RCSS7,B77W,C-FNNW,1643679052,ICN,HKG,AC7289,0,0,ACA7289,0
2aac5759,A5D1F7,38.9268,-100.6942,265,38000,376,3050,F-KGLD2,B737,N474WN,1643679053,PHL,DEN,WN1860,0,0,SWA1860,0
2aac577c,A3484E,21.1218,-71.5129,199,40000,391,7166,F-MDBH1,B38M,N310RF,1643679053,JFK,CLO,AA2179,0,0,AAL2179,0
2aac5780,ACDA07,37.9441,-100.4035,264,36000,389,5603,F-KLIC3,A21N,N927VA,1643679055,DCA,SFO,AS1002,0,0,ASA1002,0
2aac5789,AB3214,40.7025,-111.987,355,5575,158,2350,F-KBTF2,B738,N820NN,1643679053,DFW,SLC,AA1456,0,-960,AAL1456,0
2aac57e0,A20CAF,47.1023,-123.422,10,9600,143,3203,F-KBFI1,M20T,N231EV,1643679053,,,,0,0,N231EV,0
2aac57e1,AB5365,36.0416,-99.9053,266,34000,411,2637,F-KPPA1,B764,N829MH,1643679052,JFK,LAX,DL313,0,0,DAL313,0
2aac5805,A45FB1,29.2761,-134.834,72,40992,490,0000,F-SAT6,A332,N381HA,1643679052,HNL,SAN,HA16,0,0,HAL16,0
2aac582e,AD2C16,37.7663,-96.2369,269,37975,404,1307,F-KSLN1,A20N,N948NK,1643679053,BWI,LAX,NK141,0,64,NKS141,0
2aac582f,4D0131,42.4707,-64.8467,67,33000,535,2165,F-CYZX6,B744,LX-NCL,1643679053,MIA,AMS,,0,0,CLX59K,0
2aac5835,A9854E,33.936,-118.3965,264,0,69,2014,F-KSMO2,A319,N712US,1643679037,PVR,LAX,AA1155,1,0,AAL1155,0
2aac583a,A486CC,41.7392,-104.1645,269,34000,362,5653,F-KRIL1,B738,N391DA,1643679054,CLT,SLC,DL1064,0,-64,DAL1064,0
2aac5841,C07EEF,42.0667,-118.1666,337,38000,412,2602,F-KBOI5,B738,C-GWBU,1643679052,SJD,YVR,WS2061,0,0,WJA2061,0
2aac5858,4007EC,36.7677,27.6084,138,41000,503,1164,F-LGRP5,B772,G-YMMA,1643679052,LHR,KWI,BA157,0,0,BAW157,0
2aac587a,C030BB,33.051,-81.0805,10,39000,446,4617,F-KAVL3,B38M,C-FSLU,1643679055,LIR,YYZ,AC1247,0,0,ACA1247,0
2aac587c,A96577,46.8933,-95.4787,279,40000,394,3566,F-KGFK3,B752,N704X,1643679055,BOS,SEA,DL318,0,0,DAL318,0
2aac5888,C03330,42.734,-89.9392,110,24875,484,0026,F-KBRL1,CRJ9,C-FTJZ,1643679055,YVR,ORD,AC8828,0,-1984,JZA828,0
2aac5893,AB3C61,44.3584,-95.7235,73,28175,504,7773,F-KSTP1,B752,N823DX,1643679053,LAX,MSP,DL1056,0,-2048,DAL1056,0
2aac58b3,C0371F,40.0785,-97.4579,324,35975,408,6125,F-KDSM1,B737,C-FUWS,1643679055,CUN,YEG,WS2207,0,-64,WJA2207,0
2aac58bf,3C458D,44.6793,113.3539,324,30100,461,0135,F-ZMUB2,B77L,D-AALM,1643679052,ICN,LEJ,3S575,0,0,BOX575,0
2aac58c5,A148B9,31.9905,-110.5588,247,8475,271,3655,F-KTUS1,CRJ9,N182GJ,1643679052,MSP,TUS,DL5555,0,-1728,EDV5555,0
2aac58ce,44001E,52.0135,-60.436,62,37000,510,3161,F-CYYR2,B763,OE-LAY,1643679055,ORD,VIE,OS66,0,0,AUA66,0
